0.041614，0.164288，-0.319144,0.046457，0.152434，-0.327683,0.047731，0.171297，-0.325261
0.047731，0.171297，-0.325261,0.046457，0.152434，-0.327683,0.050918，0.167219，-0.334948
0.047094，0.181111，-0.356742,0.049261，0.186464，-0.348968,0.051173，0.170788，-0.354193
0.051173，0.170788，-0.354193,0.049656，0.169426，-0.361342,0.047094，0.181111，-0.356742
0.043525，0.173974，-0.368595,0.047094，0.181111，-0.356742,0.049656，0.169426，-0.361342
0.05079，0.200357，-0.329722,0.050199，0.202377，-0.323572,0.050701，0.189196，-0.329039
0.050199，0.202377，-0.323572,0.05079，0.200357，-0.329722,0.048712，0.207584，-0.327897
0.036707，0.217394，-0.352488,0.045986，0.212555，-0.339682,0.044867，0.213256，-0.347733
0.048712，0.207584，-0.327897,0.045986，0.212555，-0.339682,0.045182，0.211318，-0.332654
0.044632，0.206836，-0.321852,0.048712，0.207584，-0.327897,0.045182，0.211318，-0.332654
0.05029，0.206323，-0.33706,0.048751，0.202906，-0.344379,0.044867，0.213256，-0.347733
0.044867，0.213256，-0.347733,0.048751，0.202906，-0.344379,0.04327，0.19819，-0.356487
0.05029，0.206323，-0.33706,0.044867，0.213256，-0.347733,0.045986，0.212555，-0.339682
0.045986，0.212555，-0.339682,0.048712，0.207584，-0.327897,0.05029，0.206323，-0.33706
0.05079，0.200357，-0.329722,0.05029，0.206323，-0.33706,0.048712，0.207584，-0.327897
0.050597，0.191248，-0.34024,0.048751，0.202906，-0.344379,0.05029，0.206323，-0.33706
0.05079，0.200357，-0.329722,0.050597，0.191248，-0.34024,0.05029，0.206323，-0.33706
0.051045，0.182386，-0.338771,0.049261，0.186464，-0.348968,0.050597，0.191248，-0.34024
0.050701，0.189196，-0.329039,0.051045，0.182386，-0.338771,0.050597，0.191248，-0.34024
0.050701，0.189196，-0.329039,0.050597，0.191248，-0.34024,0.05079，0.200357，-0.329722
0.050918，0.167219，-0.334948,0.051045，0.182386，-0.338771,0.047731，0.171297，-0.325261
0.051045，0.182386，-0.338771,0.050918，0.167219，-0.334948,0.051173，0.170788，-0.354193
0.049261，0.186464，-0.348968,0.051045，0.182386，-0.338771,0.051173，0.170788，-0.354193
0.025871，-0.101318，-0.472872,0.028613，-0.097757，-0.474127,0.028741，-0.096865，-0.464695
0.02377，-0.099031，-0.463293,0.025871，-0.101318，-0.472872,0.028741，-0.096865，-0.464695
0.028613，-0.097757，-0.474127,0.031417，-0.094825，-0.476294,0.032692，-0.08807，-0.466097
0.028741，-0.096865，-0.464695,0.028613，-0.097757，-0.474127,0.032692，-0.08807，-0.466097
0.027849，-0.087688，-0.480372,0.031162，-0.087943，-0.476421,0.028358，-0.09508，-0.480372
0.031417，-0.094825，-0.476294,0.028358，-0.09508，-0.480372,0.031162，-0.087943，-0.476421
0.028613，-0.097757，-0.474127,0.028358，-0.09508，-0.480372,0.031417，-0.094825，-0.476294
0.028358，-0.09508，-0.480372,0.028613，-0.097757，-0.474127,0.025427，-0.100433，-0.479225
0.028358，-0.09508，-0.480372,0.023777，-0.09481，-0.483846,0.027849，-0.087688，-0.480372
0.025427，-0.100433，-0.479225,0.023777，-0.09481，-0.483846,0.028358，-0.09508，-0.480372
0.012682，-0.087051，-0.484706,0.002995，-0.072776，-0.482029,0.018035，-0.080041，-0.482921
0.018035，-0.080041，-0.482921,0.027849，-0.087688，-0.480372,0.012682，-0.087051，-0.484706
0.012444，-0.09339，-0.486376,0.012682，-0.087051，-0.484706,0.023777，-0.09481，-0.483846
0.012444，-0.09339，-0.486376,0.023777，-0.09481，-0.483846,0.011038，-0.099397，-0.485488
0.023777，-0.09481，-0.483846,0.012682，-0.087051，-0.484706,0.027849，-0.087688，-0.480372
0.007074，-0.04002，-0.476039,0.013191，-0.045756，-0.476676,-0.002705，-0.047405，-0.474285
0.014216，-0.041755，-0.475845,0.015995，-0.050726，-0.478333,0.013191，-0.045756，-0.476676
0.013191，-0.045756，-0.476676,0.007074，-0.04002，-0.476039,0.014216，-0.041755，-0.475845
-0.04429，-0.032373，-0.476421,-0.035953，-0.035874，-0.476002,-0.036515，-0.039765，-0.469029
-0.035953，-0.035874，-0.476002,-0.022478，-0.040545，-0.468347,-0.036515，-0.039765，-0.469029
-0.022478，-0.040545，-0.468347,-0.016888，-0.037854，-0.474637,-0.016378，-0.041932，-0.468264
-0.035953，-0.035874，-0.476002,-0.028996，-0.034667，-0.480117,-0.022478，-0.040545，-0.468347
-0.028996，-0.034667，-0.480117,-0.021513，-0.032864，-0.48396,-0.022478，-0.040545，-0.468347
-0.021513，-0.032864，-0.48396,-0.016888，-0.037854，-0.474637,-0.022478，-0.040545，-0.468347
-0.033074，0.014275，-0.469156,-0.028358，0.020647，-0.470431,-0.025172，0.008794，-0.474127
0.010133，0.027785，-0.482539,0.004142，0.027275，-0.482157,0.007711，0.031991，-0.485088
-0.019182，-0.026255，-0.488912,-0.01676，-0.031099，-0.486745,-0.021513，-0.032864，-0.48396
-0.019182，-0.026255，-0.488912,-0.012809，-0.030334，-0.489294,-0.01676，-0.031099，-0.486745
-0.012809，-0.030334，-0.489294,0.000191，-0.026893，-0.494902,0.002103，-0.03556，-0.481009
0.007074，-0.04002，-0.476039,0.014848，-0.03505，-0.480882,0.014216，-0.041755，-0.475845
0.002103，-0.03556，-0.481009,0.014848，-0.03505，-0.480882,0.007074，-0.04002，-0.476039
0.012682，-0.027657，-0.495539,0.014848，-0.03505，-0.480882,0.007201，-0.02855，-0.494392
0.007201，-0.02855，-0.494392,0.014848，-0.03505，-0.480882,0.002103，-0.03556，-0.481009
0.000191，-0.026893，-0.494902,0.007201，-0.02855，-0.494392,0.002103，-0.03556，-0.481009
0.013191，-0.020393，-0.49898,0.021757，-0.022528，-0.499516,0.012682，-0.027657，-0.495539
0.021757，-0.022528，-0.499516,0.023838，-0.028534，-0.495015,0.012682，-0.027657，-0.495539
-0.114899，0.114836，-0.182513,-0.116684，0.106424，-0.177925,-0.112733，0.115473，-0.173847
-0.112733，0.119296，-0.179964,-0.114899，0.114836，-0.182513,-0.112733，0.115473，-0.173847
-0.111789，0.122471，-0.190209,-0.112605，0.120061，-0.192072,-0.114899，0.114836，-0.182513
-0.112733，0.119296，-0.179964,-0.111789，0.122471，-0.190209,-0.114899，0.114836，-0.182513
-0.111789，0.122471，-0.190209,-0.107889，0.124522，-0.193092,-0.112605，0.120061，-0.192072
-0.107889，0.124522，-0.193092,-0.111789，0.122471，-0.190209,-0.099605，0.122483，-0.184808
-0.111789，0.122471，-0.190209,-0.112733，0.119296，-0.179964,-0.099605，0.122483，-0.184808
-0.101134，0.116747，-0.161611,-0.088771，0.120953，-0.180474,-0.099605，0.122483，-0.184808
-0.112733，0.119296，-0.179964,-0.112733，0.115473，-0.173847,-0.099605，0.122483，-0.184808
-0.112733，0.115473，-0.173847,-0.109164，0.114581，-0.163523,-0.099605，0.122483，-0.184808
-0.109164，0.114581，-0.163523,-0.101134，0.116747，-0.161611,-0.099605，0.122483，-0.184808
-0.099732，0.073668，-0.252103,-0.098465，0.065489，-0.255271,-0.098458，0.060158，-0.248279
-0.098458，0.060158，-0.248279,-0.098465，0.065489，-0.255271,-0.096192，0.059338，-0.255572
-0.102664，0.118277，-0.22572,-0.10585，0.110247，-0.229544,-0.107966，0.113418，-0.221895
-0.102664，0.118277，-0.22572,-0.10037，0.116747，-0.236426,-0.10585，0.110247，-0.229544
-0.10585，0.110247，-0.229544,-0.10037，0.116747，-0.236426,-0.100879，0.105277，-0.243564
-0.107252，0.124012，-0.204945,-0.103938，0.12363，-0.207877,-0.109546，0.119934，-0.207749
-0.119092，0.118945，-0.117285,-0.116793，0.115101，-0.129488,-0.120507，0.11509，-0.124522
-0.094252，0.117257，-0.129748,-0.106105，0.115345，-0.141601,-0.109546，0.118149，-0.126051
-0.106105，0.115345，-0.141601,-0.116793，0.115101，-0.129488,-0.109546，0.118149，-0.126051
-0.116793，0.115101，-0.129488,-0.119092，0.118945，-0.117285,-0.109546，0.118149，-0.126051
-0.116793，0.115101，-0.129488,-0.116342，0.112336，-0.141386,-0.120459，0.111594，-0.13464
-0.106105，0.115345，-0.141601,-0.116342，0.112336，-0.141386,-0.116793，0.115101，-0.129488
-0.106105，0.115345，-0.141601,-0.109036，0.114326，-0.150777,-0.112095，0.113434，-0.147591
-0.112842，0.112067，-0.157063,-0.112095，0.113434，-0.147591,-0.109036，0.114326，-0.150777
-0.101134，0.116747，-0.161611,-0.112842，0.112067，-0.157063,-0.109036，0.114326，-0.150777
-0.112095，0.113434，-0.147591,-0.116342，0.112336，-0.141386,-0.106105，0.115345，-0.141601
-0.116429，0.107953，-0.165562,-0.109164，0.114581，-0.163523,-0.116556，0.108845，-0.172062
-0.109164，0.114581，-0.163523,-0.112733，0.115473，-0.173847,-0.116556，0.108845，-0.172062
-0.116684，0.106424，-0.177925,-0.116556，0.108845，-0.172062,-0.112733，0.115473，-0.173847
-0.109164，0.114581，-0.163523,-0.116429，0.107953，-0.165562,-0.112842，0.112067，-0.157063
-0.116429，0.107953，-0.165562,-0.11885，0.096227，-0.168111,-0.120125，0.099286，-0.15664
-0.11885，0.096227，-0.168111,-0.120125，0.076472，-0.157787,-0.120125，0.099286，-0.15664
-0.116429，0.107953，-0.165562,-0.116556，0.108845，-0.172062,-0.11885，0.096227，-0.168111
-0.116556，0.108845，-0.172062,-0.116684，0.106424，-0.177925,-0.11885，0.096227，-0.168111
-0.086222，0.128983，-0.277849,-0.090091，0.12547，-0.275873,-0.088387，0.127709，-0.267062
-0.026192，0.164542，-0.354321,-0.032692，0.159699，-0.354448,-0.027913，0.161813，-0.349162
-0.024917，0.169768，-0.34833,-0.026192，0.164542，-0.354321,-0.027913，0.161813，-0.349162
-0.024917，0.169768，-0.34833,-0.027913，0.161813，-0.349162,-0.026574，0.159062，-0.337752
-0.024917，0.169768，-0.34833,-0.019564，0.173592，-0.324242,-0.023515，0.176651，-0.346673
-0.022368，0.173337，-0.356997,-0.024917，0.169768，-0.34833,-0.023515，0.176651，-0.346673
-0.023515，0.176651，-0.346673,-0.020456，0.187866，-0.354193,-0.022368，0.173337，-0.356997
-0.022368，0.173337，-0.356997,-0.026192，0.164542，-0.354321,-0.024917，0.169768，-0.34833
-0.026574，0.159062，-0.337752,-0.019564，0.173592，-0.324242,-0.024917，0.169768，-0.34833
-0.022241，0.208204，-0.333117,-0.022623，0.202524，-0.337624,-0.023388，0.204435，-0.329212
-0.022241，0.208204，-0.333117,-0.020966，0.209151，-0.34132,-0.022623，0.202524，-0.337624
0.045986，0.212555，-0.339682,0.038682，0.215779，-0.343105,0.045182，0.211318，-0.332654
0.045986，0.212555，-0.339682,0.036707，0.217394，-0.352488,0.038682，0.215779，-0.343105
0.036707，0.217394，-0.352488,0.028868，0.217181，-0.343487,0.038682，0.215779，-0.343105
0.030143，0.218965，-0.353046,0.028868，0.217181，-0.343487,0.036707，0.217394，-0.352488
0.013064，0.217691，-0.343487,0.028868，0.217181，-0.343487,0.030143，0.218965，-0.353046
0.001721，0.209534，-0.321055,-0.006054，0.202778，-0.30933,0.019819，0.205965，-0.313281
-0.019054，0.205328，-0.321438,-0.021986，0.2052，-0.324879,-0.021603，0.198955，-0.319781
-0.021986，0.2052，-0.324879,-0.019054，0.205328，-0.321438,-0.018927，0.208514，-0.327046
-0.007711，0.209788，-0.324624,-0.018927，0.208514，-0.327046,-0.019054，0.205328，-0.321438
-0.018927，0.208514，-0.327046,-0.023388，0.204435，-0.329212,-0.021986，0.2052，-0.324879
-0.023133，0.196406，-0.330359,-0.023388，0.188886，-0.333801,-0.020966，0.190798，-0.321183
-0.021603，0.198955，-0.319781,-0.023133，0.196406，-0.330359,-0.020966，0.190798，-0.321183
-0.021986，0.2052，-0.324879,-0.023133，0.196406，-0.330359,-0.021603，0.198955，-0.319781
-0.023388，0.204435，-0.329212,-0.023133，0.196406，-0.330359,-0.021986，0.2052，-0.324879
-0.023388，0.204435，-0.329212,-0.022623，0.202524，-0.337624,-0.023133，0.196406，-0.330359
-0.023515，0.176651，-0.346673,-0.019564，0.173592，-0.324242,-0.023388，0.188886，-0.333801
0.000446，0.169131，-0.306526,0.00525，0.175438，-0.301339,-0.006054，0.180856，-0.305633
-0.026574，0.159062，-0.337752,-0.031672，0.153581，-0.339536,-0.026801，0.153247，-0.332767
-0.021603，0.159699，-0.329977,-0.019564，0.173592，-0.324242,-0.026574，0.159062，-0.337752
-0.026574，0.159062，-0.337752,-0.026801，0.153247，-0.332767,-0.021603，0.159699，-0.329977
-0.021603，0.159699，-0.329977,-0.026801，0.153247，-0.332767,-0.022784，0.152455，-0.32829
-0.021603，0.159699，-0.329977,-0.017711，0.15737，-0.325012,-0.019564，0.173592，-0.324242
-0.022784，0.152455，-0.32829,-0.017711，0.15737，-0.325012,-0.021603，0.159699，-0.329977
-0.017711，0.15737，-0.325012,-0.022784，0.152455，-0.32829,-0.013191，0.148738，-0.320418
0.019564，0.192327，-0.295565,0.021221，0.198318，-0.299643,0.017143，0.197298，-0.297604
0.021221，0.198318，-0.299643,0.019564，0.192327，-0.295565,0.02428，0.191308，-0.297349
0.013829，0.189651，-0.295182,0.017143，0.197298，-0.297604,0.01026，0.191308，-0.295055
0.017143，0.197298，-0.297604,0.01128，0.197298，-0.296839,0.01026，0.191308，-0.295055
0.019564，0.192327，-0.295565,0.017143，0.197298，-0.297604,0.013829，0.189651，-0.295182
0.01026，0.191308，-0.295055,0.013319，0.180347，-0.298878,0.013829，0.189651，-0.295182
0.013319，0.180347，-0.298878,0.00525，0.175438，-0.301339,0.015613，0.174866，-0.30028
0.00525，0.175438，-0.301339,0.012299，0.166709，-0.303977,0.015613，0.174866，-0.30028
0.044035，0.170788，-0.377135,0.038427，0.173974，-0.3779,0.043525，0.173974，-0.368595
-0.067092，-0.122539，0.054277,-0.074497，-0.116365，0.057736,-0.069143，-0.116492，0.041422
-0.002613，0.032118，0.449528,0.006564，0.040275，0.452715,-0.012809，0.037089，0.464823
-0.07233，-0.057227，0.426332,-0.058183，-0.052638，0.434999,-0.074751，-0.051109，0.428881
-0.075382，-0.008785，0.452957,-0.077938，-0.016824，0.446724,-0.070036，-0.015294，0.452587
-0.088771，0.016824，0.436018,-0.086987，0.015294，0.440097,-0.093997，0.025363，0.441244
-0.093997，0.025363，0.441244,-0.086987，0.015294，0.440097,-0.085075，0.017716，0.450421
-0.103174，0.031991，0.43793,-0.093997，0.025363，0.441244,-0.107762，0.039511，0.448509
-0.093997，0.025363，0.441244,-0.093742，0.039511，0.460107,-0.107762，0.039511，0.448509
0.050357，-0.090624，-0.427495,0.040976，-0.10859，-0.427989,0.049516，-0.094443，-0.435891
0.034887，-0.115524，-0.423375,0.040976，-0.10859，-0.427989,0.037153，-0.103237，-0.417283
0.034887，-0.115524，-0.423375,0.037153，-0.103237，-0.417283,0.027976，-0.107826，-0.412439
-0.147782，0.0766，0.215396,-0.141792，0.084502，0.208769,-0.135802，0.075452，0.208004
-0.136949，0.068825，0.270584,-0.13389，0.06207，0.273005,-0.131341，0.067805，0.277339
-0.09782，-0.051364，0.224955,-0.118086，-0.04703，0.224955,-0.115664，-0.061305，0.209534
-0.09183，-0.060668，0.21871,-0.09782，-0.051364，0.224955,-0.115664，-0.061305，0.209534
-0.12586，-0.026765，0.239613,-0.135419，-0.030334，0.235534,-0.118086，-0.04703，0.224955
-0.08584，-0.039638，0.24522,-0.093048，-0.045595，0.232791,-0.081161，-0.050095，0.240089
-0.149597，-0.0977，0.126588,-0.145488，-0.10362，0.114581,-0.141792，-0.102728，0.124522
-0.133125，-0.054168，0.066786,-0.141155，-0.056334，0.067423,-0.138184，-0.055863，0.074854
-0.063663，-0.105022，0.002931,-0.070418，-0.095718，-0.002294,-0.056526，-0.108081，-0.009304
-0.08635，-0.098139，0.016569,-0.105595，-0.09508，0.015422,-0.081889，-0.09508，0.007265
-0.088389，-0.102345，0.029824,-0.08635，-0.098139，0.016569,-0.082781，-0.1026，0.024853
-0.105595，-0.09508，0.015422,-0.08635，-0.098139，0.016569,-0.088389，-0.102345，0.029824
-0.0773，-0.109228，0.037089,-0.080232，-0.109992，0.045373,-0.088389，-0.102345，0.029824
-0.080232，-0.109992，0.045373,-0.0773，-0.109228，0.037089,-0.069143，-0.116492，0.041422
-0.082781，-0.1026，0.024853,-0.0773，-0.109228，0.037089,-0.088389，-0.102345，0.029824
-0.069143，-0.116492，0.041422,-0.074497，-0.116365，0.057736,-0.080232，-0.109992，0.045373
-0.088389，-0.102345，0.029824,-0.080232，-0.109992，0.045373,-0.09336，-0.107061，0.050854
-0.082016，-0.114963，0.107188,-0.072075，-0.12363，0.109992,-0.081634，-0.114071，0.120061
-0.076026，-0.115983，0.137522,-0.082909，-0.108718，0.141983,-0.081634，-0.114071，0.120061
-0.077988，-0.11783，0.098567,-0.072075，-0.12363，0.109992,-0.082016，-0.114963，0.107188
-0.061879，-0.133571，0.063089,-0.067092，-0.122539，0.054277,-0.059457，-0.136758，0.05455
-0.060732，-0.138669，0.070609,-0.061879，-0.133571，0.063089,-0.058055，-0.145042，0.058629
-0.061879，-0.133571，0.063089,-0.059457，-0.136758，0.05455,-0.058055，-0.145042，0.058629
-0.067614，-0.125669，0.070737,-0.070555，-0.120881，0.06508,-0.061879，-0.133571，0.063089
-0.074497，-0.116365，0.057736,-0.067092，-0.122539，0.054277,-0.070555，-0.120881，0.06508
-0.070555，-0.120881，0.06508,-0.067092，-0.122539，0.054277,-0.061879，-0.133571，0.063089
